SELECT   CONCAT(ART_TIPMOV,'-',ART_CODSAL) as T,  ART_CANTID as C,  ART_FECHA, ART_PRECIO, ART_PREDOL as D FROM  `STS_MOVIM0` WHERE    ART_CODIGO = ' 000001802009000000000';

+-------+----+------------+------------+------+
| T     | C  | ART_FECHA  | ART_PRECIO | D    |
| S1-22 |  3 | 2006-10-11 |        8.3 |    0 |
| S1- 1 |  1 | 2006-10-24 |        8.3 |    0 |
| S1- 1 |  1 | 2006-11-09 |       8.28 |    0 |
| S3-   |  3 | 2006-11-09 |       8.28 |    0 |
| S1- 1 |  1 | 2006-11-16 |       8.28 |    0 |
| S3-   |  1 | 2006-11-22 |       8.28 |    0 |
| S1-22 |  4 | 2006-11-22 |       8.28 |    0 |
| S1- 1 |  1 | 2006-11-24 |       8.28 |    0 |
| S1- 1 |  1 | 2006-11-30 |       8.28 |    0 |
| S1-22 |  3 | 2006-12-22 |       8.22 |    0 |
| S3-   |  1 | 2006-12-26 |       8.22 |    0 |
| S1- 1 |  1 | 2007-01-05 |       8.22 |    0 |
| S1- 1 |  1 | 2007-01-23 |      12.14 |    0 |
| S3-   |  2 | 2007-03-21 |       12.3 |    0 |
| E1- 1 | 10 | 2007-03-27 |       12.3 | 3.97 |
| E1- 1 |  5 | 2007-03-27 |       12.3 | 3.97 |
| E1- 1 | 10 | 2007-03-27 |       12.3 | 3.97 |
| S1- 1 |  1 | 2007-04-17 |       12.3 |    0 |
| S3-   |  1 | 2007-05-17 |       12.3 |    0 |
| S1-22 |  4 | 2007-06-05 |       12.3 |    0 |
| S1- 1 |  1 | 2007-06-20 |       12.7 |    0 |
+-------+----+------------+------------+------+
