SELECT   CONCAT(ART_TIPMOV,'-',ART_CODSAL) as T,  ART_CANTID as C,  ART_FECHA, ART_PRECIO, ART_PREDOL as D FROM  `STS_MOVIM0` WHERE    ART_CODIGO = ' 000001801609000000000';

+-------+----+------------+------------+-------+
| T     | C  | ART_FECHA  | ART_PRECIO | D     |
| S1-22 |  3 | 2007-03-16 |      38.09 |     0 |
| S1-23 |  2 | 2007-03-27 |      38.09 |     0 |
| S3-   |  4 | 2007-03-28 |      38.09 |     0 |
| S1- 1 |  1 | 2007-03-29 |      38.09 |     0 |
| S3-   | 10 | 2007-04-04 |      38.09 |     0 |
| S1-23 |  2 | 2007-04-12 |      38.09 |     0 |
| S1-22 |  3 | 2007-04-13 |      38.09 |     0 |
| S1-22 |  2 | 2007-04-20 |      38.09 |     0 |
| S1-22 |  2 | 2007-05-02 |      38.09 |     0 |
| S1- 1 |  1 | 2007-05-03 |      38.09 |     0 |
| S3-   |  1 | 2007-05-10 |      38.09 |     0 |
| E3-92 |  1 | 2007-05-10 |      38.09 |     0 |
| E1- 1 | 10 | 2007-05-11 |      39.93 | 12.88 |
| S1- 1 |  1 | 2007-05-30 |      39.92 |     0 |
| S1- 1 |  1 | 2007-06-04 |      39.92 |     0 |
| S3-   |  2 | 2007-06-07 |      40.55 |     0 |
| S3-   |  6 | 2007-06-14 |      40.29 |     0 |
| S1- 1 |  1 | 2007-06-15 |      40.29 |     0 |
| S1-22 |  3 | 2007-06-20 |      40.29 |     0 |
| S3-   | 15 | 2007-06-27 |      40.29 |     0 |
| S1- 1 |  1 | 2007-06-28 |      40.29 |     0 |
+-------+----+------------+------------+-------+
